femme,LaCaille,Jacqueline,11/7/1971,STRASBOURG,105.6,168,B+
homme,Lamour,Avent,6/12/1960,BRIVE-LA-GAILLARDE,98.9,170,O+
homme,Boivin,Lucas,2/18/1956,AVIGNON,103.7,182,O+
homme,Sauvé,Yvon,1/22/1961,VALENCE,79.1,177,A-
homme,Labelle,Mayhew,4/17/1964,AIX-EN-PROVENCE,89.8,182,O-
femme,Therrien,Mireille,2/17/1973,VILLIERS-SUR-MARNE,104.9,169,A+
homme,Bergeron,Bernard,3/27/1934,PARIS,78.9,167,A+
homme,Achin,Fabrice,1/14/1989,VILLENEUVE-SAINT-GEORGES,96.0,184,AB+
femme,Drouin,Fanette,2/21/1959,MONTPELLIER,91.7,161,B+
femme,Dennis,Hilaire,11/19/1950,VILLENEUVE-LA-GARENNE,60.7,158,A+
femme,Lussier,Amélie,4/18/1989,CHERBOURG,95.6,159,A+
femme,Drouin,Zurie,11/23/1976,METZ,78.6,173,B+
femme,Bourassa,Marthe,1/6/1972,CHAMPS-SUR-MARNE,50.3,155,O+
homme,Galarneau,Claude,1/9/1958,DREUX,109.3,174,B+
femme,Lemieux,Iva,2/7/1965,ALBI,94.0,165,O+
homme,Sylvain,Clovis,3/15/1938,FORT-DE-FRANCE,73.3,170,B+
homme,Talon,Xarles,7/1/1937,SAINT-LÔ,89.0,170,A+
homme,Louis,Hugh,11/4/1979,PARIS,83.8,169,B+
femme,Courcelle,Laverne,5/14/1933,MONTPELLIER,71.9,155,O-
femme,Dodier,Harriette,1/25/1949,LA VARENNE-SAINT-HILAIRE,93.0,158,A+
homme,Lamy,Théodore,7/3/1957,CHÂLONS-EN-CHAMPAGNE,64.2,165,O+
homme,Dastous,Channing,5/16/1937,FOUGÈRES,78.0,173,O+
homme,Bérard,Eugène,9/15/1996,COGNAC,87.7,169,B+
femme,Lanctot,Gemma,2/1/1948,GOUSSAINVILLE,56.7,154,AB+
homme,Lejeune,Martin,11/27/1979,ANTONY,80.0,178,O+
femme,Bérard,Robinette,6/21/1994,ÉTAMPES,82.3,154,O+
homme,Bolduc,Tabor,4/20/1955,CHÂLONS-EN-CHAMPAGNE,77.0,182,A+
femme,Gamelin,Blondelle,3/12/1965,LES LILAS,78.6,174,B+
femme,Rossignol,Lirienne,2/15/1949,MONTLUÇON,100.1,153,B+
homme,Galarneau,Thibaut,11/2/1960,COURBEVOIE,88.6,174,O-
femme,Daigneault,Pascaline,5/12/1973,MONTPELLIER,66.5,158,A+
femme,Carignan,Felicienne,10/14/1958,PUTEAUX,81.0,170,O+
femme,Perillard,Noelle,6/22/1978,MANTES-LA-JOLIE,62.6,161,B+
homme,Bussière,Talbot,5/27/1991,VIERZON,100.9,170,B+
homme,Desruisseaux,Saville,3/15/1952,LOOS,63.0,166,O+
femme,Deserres,Claire,7/1/1981,PALAISEAU,81.5,164,A+
femme,Quiron,Adrienne,10/4/1970,VANNES,71.9,153,O-
femme,Pariseau,Monique,6/12/1952,GRADIGNAN,59.6,162,O+
homme,Fecteau,Julien,6/11/1993,SCHOELCHER,72.2,182,O+
homme,Meilleur,Ogier,9/17/1999,HOUILLES,54.7,171,A+
femme,Étoile,Zara,7/9/1951,ÉTAMPES,95.7,170,B+
homme,Boulé,Isaac,12/24/1935,TOURS,60.6,162,B+
homme,Lampron,Laurent,12/2/1970,RENNES,76.7,179,B+
homme,Lapointe,Gaetan,7/25/1953,DIJON,76.9,177,A+
femme,Saurel,Faye,6/13/1938,LES ULIS,59.4,159,A+
homme,Binet,Tristan,10/12/1995,DRAGUIGNAN,108.6,170,A+
femme,Sirois,Mariette,5/6/1968,PONTOISE,104.9,160,B+
homme,Plourde,Robert,12/31/1952,SAINT-QUENTIN,95.6,181,O+
femme,Lacombe,Simone,11/15/1986,BAGNEUX,96.4,170,O+
homme,Laforest,Benoît,4/21/1996,LES ULIS,96.9,180,B+
homme,Cyr,Théophile,2/5/1973,ILLKIRCH-GRAFFENSTADEN,115.6,179,O+
femme,Chauvet,Azura,12/4/1976,SENS,79.8,163,B+
femme,Galarneau,Virginie,1/21/1970,CONFLANS-SAINTE-HONORINE,71.7,158,O+
homme,Gingras,Marshall,12/24/1993,GOUSSAINVILLE,59.7,180,A+
femme,Arcouet,Lorraine,3/1/1969,VITRY-SUR-SEINE,99.1,154,A+
femme,Sauvé,Fayette,5/5/1937,STAINS,59.2,163,O+
femme,Laderoute,Azura,2/11/1973,TOURS,65.1,155,A+
homme,Binet,Marshall,12/4/1947,MULHOUSE,70.2,168,O+
homme,Martineau,Vincent,10/3/1953,SAINT-BENOÎT,110.4,172,O+
femme,Lemelin,Odelette,4/21/1987,VILLEFRANCHE-SUR-SAÔNE,95.9,155,B+
femme,Ruel,Dixie,10/31/1936,MARSEILLE,69.7,166,O-
femme,Leblanc,Jessamine,6/13/1978,ORLÉANS,80.8,172,O+
femme,de Launay,Laetitia,5/18/1988,SUCY-EN-BRIE,63.0,169,B+
homme,Paquin,Pierre,3/2/1967,BIARRITZ,105.1,167,O+
femme,Paulet,Anaïs,6/21/1971,LILLE,61.8,159,O+
homme,Langelier,Orson,6/22/1982,POINTE-À-PITRE,105.2,169,O+
homme,Busque,Thomas,6/2/1986,BRÉTIGNY-SUR-ORGE,111.8,168,B+
homme,Mailhot,Armand,1/7/1967,NOISY-LE-SEC,91.5,175,A+
homme,Marseau,Telford,12/31/1937,GRADIGNAN,91.1,173,A+
homme,Barrette,Curtis,9/21/1962,LES ABYMES,64.3,181,O+
homme,Lamy,Royden,10/23/1987,BORDEAUX,95.4,188,O+
homme,Angélil,Byron,4/23/1994,LE MÉE-SUR-SEINE,68.4,182,A+
homme,Monjeau,Bertrand,11/18/1992,TOURS,90.0,187,A+
homme,Migneault,Telford,6/24/1971,AJACCIO,100.6,172,B+
femme,LeBatelier,Aya,11/1/1934,MILLAU,72.4,156,A+
homme,Barrière,Quennel,6/18/1953,ALFORTVILLE,64.1,168,A+
femme,Leblanc,Victorine,2/24/1992,BOIS-COLOMBES,62.1,166,AB-
homme,Gamelin,Agramant,9/27/1956,LIVRY-GARGAN,71.8,167,B+
femme,Hervé,Nathalie,4/21/1948,GAP,52.3,160,O+
homme,LaGarde,Daniel,1/25/1956,BREST,76.5,171,O+
homme,Chandonnet,Franck,5/17/1992,VILLEPINTE,107.1,171,B+
homme,L'Angelier,Gill,8/13/1934,GAP,84.2,182,A+
femme,Hétu,Emmanuelle,6/11/1935,ÉVRY,69.9,169,O+
homme,Voisine,Saber,4/9/1973,BOULOGNE-BILLANCOURT,92.2,188,O+
femme,Batard,Dielle,2/28/1975,SOISSONS,72.1,164,B+
homme,Tétrault,Channing,6/24/1957,PESSAC,80.5,182,A+
homme,Bouchard,Cheney,10/24/1992,POITIERS,88.0,172,O+
homme,Caya,Daniel,2/7/1999,SALON-DE-PROVENCE,82.2,185,A+
homme,Lussier,Felicien,6/27/1978,PARIS,81.2,173,B+
femme,Rochefort,Margaux,8/21/1986,LA VARENNE-SAINT-HILAIRE,59.2,168,O+
femme,Moïse,Marjolaine,4/25/1952,MONTAUBAN,56.6,155,A+
homme,Longpré,Toussaint,2/11/1992,PARIS,92.5,174,AB+
femme,Boulé,Musette,8/18/1969,DOLE,60.1,174,O+
femme,Rousseau,Caroline,10/12/1992,LA GARDE,78.7,168,O+
homme,Chandonnet,Carolos,10/30/1966,LANESTER,65.8,166,O+
femme,Chartré,Emmeline,12/20/1953,NANTES,94.9,167,A+
femme,Coupart,Alexandrin,7/26/1978,DEUIL-LA-BARRE,74.5,157,O+
homme,D'Aoust,Alfred,10/30/1966,DREUX,94.9,167,O+
homme,Lussier,Agramant,12/20/1948,VANNES,86.6,170,O+
homme,Sorel,Hugh,6/30/2000,RIS-ORANGIS,58.0,179,O+
homme,Marleau,Louis,7/1/1980,SAINTE-FOY-LÈS-LYON,113.5,186,B+
femme,Artois,Cécile,1/15/1992,MONT-DE-MARSAN,58.3,159,A+
homme,Richer,Vallis,7/12/1954,LE CREUSOT,98.9,177,O+
homme,Bériault,Eliot,3/11/1934,LA VALETTE-DU-VAR,86.0,174,O+
homme,Quiron,Stéphane,10/1/1943,FORT-DE-FRANCE,89.0,181,B+
homme,Dupéré,Florismart,7/4/1956,VITROLLES,101.2,179,A+
homme,Verreau,Bayard,1/6/1942,VÉNISSIEUX,102.5,179,B+
femme,Charbonneau,Karlotta,11/28/1983,MARSEILLE,89.4,168,A+
homme,Deblois,Onfroi,6/25/1943,SAINT-QUENTIN,97.2,169,B+
homme,Dupuy,Jean,12/6/1964,ATHIS-MONS,72.4,175,B+
femme,Gaillou,Ancelote,1/20/1998,PONTOISE,60.2,158,O+
femme,Savard,Brigitte,9/8/1964,SAVIGNY-SUR-ORGE,92.6,168,A+
homme,Austin,Guy,5/27/1967,POISSY,106.2,170,A+
homme,Meilleur,Antoine,3/21/1969,TARBES,110.3,177,B+
femme,Ruel,Leone,3/13/1973,BERGERAC,51.9,171,B+
femme,Caisse,Amabella,9/11/1997,PLAISIR,78.4,166,B-
femme,Massé,Eloise,6/10/1966,CHÂTENAY-MALABRY,102.6,168,O+
homme,Bédard,Beltane,8/3/1984,MONTPELLIER,100.4,187,O-
homme,Mathieu,Granville,6/2/1968,MARSEILLE,92.1,180,AB+
homme,Miron,Florismart,12/31/1937,MONTPELLIER,65.0,173,O+
femme,Brodeur,Audrey,8/16/1939,PARIS,73.1,151,O+
femme,Lamare,Odette,12/2/1942,ALBI,108.0,156,B+
femme,Hervé,Inès,9/8/1972,CHAMPS-SUR-MARNE,76.6,163,A+
femme,St-Jean,Halette,5/8/1984,NANCY,65.8,173,B+
homme,Brunelle,Burkett,4/6/1964,MARCQ-EN-BAROEUL,90.2,176,A+
femme,Marois,Amber,5/3/1983,MOULINS,83.8,157,B+
homme,Crête,Chandler,6/25/1945,JOUÉ-LÈS-TOURS,70.0,180,A+
homme,Grenier,Guerin,12/10/1942,VITRY-SUR-SEINE,92.1,182,A-
femme,Beaulé,Calandre,11/30/1974,LE CREUSOT,59.5,169,B+
homme,Batard,Aubin,11/19/1940,MÂCON,92.8,174,A+
homme,Roux,Talon,8/2/1981,SIX-FOURS-LES-PLAGES,71.1,175,O+
femme,Mailloux,Comforte,12/16/1980,GRANDE-SYNTHE,89.2,174,O+
femme,Cormier,Corinne,1/17/1958,CHÂTENAY-MALABRY,51.8,171,A+
femme,Bussière,Arlette,4/20/1963,MEUDON-LA-FORÊT,53.3,166,O+
femme,Grenier,Bernadette,2/29/1956,NÎMES,99.6,167,B+
femme,CinqMars,Fifi,5/30/1978,PAU,76.1,158,AB+
homme,Leclerc,Gano,3/12/2000,BOURGOIN-JALLIEU,54.9,181,O+
homme,Busson,Fabien,9/19/1965,VILLEMOMBLE,78.0,178,O+
homme,Daigle,Senior,3/24/1989,FRANCONVILLE-LA-GARENNE,89.4,184,O+
homme,Gauthier,Porter,7/30/1987,MARSEILLE,105.5,177,A+
femme,Laforest,Nathalie,10/10/1945,MASSY,50.1,160,AB+
homme,Guimond,Fiacre,9/23/1947,GRENOBLE,71.4,168,O+
homme,Leclair,Tabor,1/4/1965,MONTAUBAN,72.9,188,B+
homme,Arnoux,Antoine,2/8/1998,LE CANNET,68.0,167,B+
femme,Auberjonois,Yolande,10/26/1989,TOULOUSE,55.8,162,A+
femme,Batard,Auda,9/29/1959,GUÉRET,96.6,164,O+
femme,Loiseau,Ermengardi,8/27/1933,NOISY-LE-SEC,50.1,152,O+
homme,Beaulé,Fitz,12/30/1932,PERPIGNAN,64.9,173,A+
femme,Archambault,Philippine,2/24/2000,BEAUNE,86.3,166,A-
homme,Chabot,Marc,3/4/1989,MONTPELLIER,73.7,171,O+
homme,Archambault,Patrick,1/15/1966,COUDEKERQUE-BRANCHE,105.8,178,O+
homme,Étoile,Pierpont,11/2/1936,MURET,90.9,183,A-
femme,Margand,Marthe,8/16/1943,MAUBEUGE,69.1,157,O+
homme,Lanctot,Marmion,9/8/1933,TOULOUSE,92.6,182,B+
homme,Doiron,René,1/3/1995,VOIRON,108.3,176,O+
homme,Lécuyer,Nicolas,6/23/1991,PALAISEAU,77.8,177,O+
femme,Meilleur,Olivie,9/10/1971,CHÂTELLERAULT,87.4,157,O+
femme,Davignon,Pascaline,11/23/1943,FONTENAY-SOUS-BOIS,72.0,160,B+
femme,Bédard,Esmeraude,4/10/1964,AVIGNON,51.1,156,A+
homme,Maheu,Antoine,7/22/1995,MAISONS-ALFORT,70.5,169,B+
homme,Leblanc,Germain,6/13/1934,CERGY,80.6,172,AB-
homme,Drouin,Mercer,2/24/1952,SCHOELCHER,103.1,178,O+
femme,Camus,Solaine,10/6/1981,VILLENEUVE-D'ASCQ,100.8,174,A+
femme,Gilbert,Trinette,2/21/1964,HÉROUVILLE-SAINT-CLAIR,59.2,157,O+
femme,Goudreau,Alphonsine,7/6/1960,MARSEILLE,76.2,171,O-
femme,Bertrand,Belda,12/10/1965,LE ROBERT,58.5,156,A+
homme,Tanguay,Bevis,12/3/1956,ARGENTEUIL,76.0,176,O+
homme,Hébert,Loyal,8/22/1990,MONTFERMEIL,90.0,178,B+
homme,Paquette,Didier,3/22/1956,BASTIA,80.4,186,A+
homme,Audet,Carolos,1/19/2000,RENNES,78.2,165,AB+
homme,Dastous,Leroy,6/8/1978,BRÉTIGNY-SUR-ORGE,79.6,177,A+
femme,Morin,Patience,12/27/1932,ATHIS-MONS,63.6,151,B-
femme,Desnoyers,Bernadette,8/20/1977,MONTROUGE,55.3,174,O+
femme,Favreau,Ermengardi,9/6/1939,MARSEILLE,75.7,161,O-
homme,Despins,Huon,8/15/1990,PARIS,87.6,188,A+
homme,Chesnay,Telford,3/19/1984,ILLKIRCH-GRAFFENSTADEN,84.2,173,B+
femme,Laframboise,Romaine,1/22/1989,MAUBEUGE,62.6,167,B+
femme,Pelland,Methena,5/23/1946,RENNES,70.1,155,AB+
homme,Grivois,Bruno,6/21/1936,BÈGLES,81.2,174,B+
femme,Soucy,Cendrillon,5/12/1953,LIVRY-GARGAN,86.2,157,A+
femme,Paré,Annette,6/14/1933,AUBAGNE,84.4,161,O+
homme,Barrière,Norris,3/7/1999,AULNAY-SOUS-BOIS,73.5,182,O+
homme,Desilets,Georges,1/3/1967,LA PLAINE-SAINT-DENIS,89.8,173,A+
femme,Boisclair,Voleta,10/23/1981,OULLINS,68.8,166,A+
homme,Franchet,Guy,11/18/1990,BOULOGNE-BILLANCOURT,66.2,172,A+
homme,Denis,Dominique,5/2/1965,CLICHY-SOUS-BOIS,88.8,185,O+
homme,Sabourin,Hamilton,12/9/1956,SAINTES,77.7,171,B-
femme,Provencher,Falerina,8/3/1938,SOTTEVILLE-LÈS-ROUEN,48.3,158,O+
femme,Dufresne,Cécile,5/3/1961,NICE,69.8,169,O+
femme,Guernon,Josephe,2/6/1942,CORBEIL-ESSONNES,93.0,168,B+
homme,Thibodeau,Leverett,10/26/1968,LYON,111.6,171,B+
homme,Berthelette,Marc,1/3/1942,VILLENAVE-D'ORNON,76.8,179,B+
femme,Patel,Nicole,3/25/1974,VILLENEUVE-D'ASCQ,102.8,159,B+
homme,Chicoine,Delmar,11/29/1995,MONT-DE-MARSAN,66.5,168,AB+
femme,Charbonneau,Baptiste,5/18/1991,ALENÇON,57.1,157,A+
femme,Houle,Pansy,7/13/1964,LA CIOTAT,72.4,172,B+
femme,Migneault,Michèle,5/26/1987,LA SEYNE-SUR-MER,70.6,164,AB+
femme,Tachel,Romaine,7/18/1955,CROIX,54.0,155,B+
homme,Narcisse,Varden,3/18/1947,BOURGES,88.6,172,O+
femme,Daigle,Musette,2/8/1985,VIRY-CHÂTILLON,61.1,167,O+
femme,Jomphe,Cinderella,9/24/1992,LYON,58.2,172,O+
homme,Faure,Yves,5/11/1948,LA VARENNE-SAINT-HILAIRE,76.9,174,A+
femme,Robillard,Damiane,11/12/1988,VILLIERS-SUR-MARNE,62.4,160,A+
femme,Lacasse,Antoinette,2/18/1962,MARSEILLE,60.1,154,B+
homme,Aupry,Percy,2/26/1978,VIGNEUX-SUR-SEINE,93.2,185,A+
homme,Charlebois,Eliot,5/31/1977,COGNAC,97.3,186,O+
femme,Daoust,Mirabelle,12/31/1955,TOULOUSE,68.7,164,B+
femme,Vernadeau,Victoire,2/3/1940,LES ABYMES,53.2,166,A+
homme,Souplet,Seymour,10/22/1960,LEVALLOIS-PERRET,92.2,181,B+
homme,Dufresne,Toussaint,8/15/1980,TORCY,96.1,180,O+
femme,Fresne,Holly,10/18/1999,SÈTE,53.8,172,O+
femme,Dupéré,Philippine,9/7/1946,CENON,58.3,171,B+
femme,Lamontagne,Laurette,2/13/1961,FOIX,58.6,156,B+
femme,Chauvet,Claire,5/31/1974,TOULOUSE,50.8,161,B+
femme,Houde,Aubine,10/24/1995,BONDY,93.7,169,A+
homme,Patenaude,Hugues,5/15/1997,CARPENTRAS,62.0,175,A+
homme,Lemelin,Benjamin,9/17/1949,GRENOBLE,91.6,177,AB+
homme,Cliche,Talon,1/31/1958,VILLIERS-LE-BEL,84.1,171,A-
femme,Arnoux,Pierrette,9/23/1971,TREMBLAY-EN-FRANCE,95.4,162,A+
femme,Leduc,Melusina,5/12/1962,PARIS,57.6,163,O+
femme,Deserres,Anne,4/30/1973,MARSEILLE,50.4,156,B+
homme,Laderoute,Nicolas,9/17/1975,BERGERAC,92.0,174,A+
homme,Chesnay,Donatien,4/2/1976,SAINT-DIZIER,68.4,189,O+
femme,Lemieux,Amedee,8/9/1974,OULLINS,98.1,166,A+
homme,Duplessis,Franck,11/20/1984,BORDEAUX,113.5,188,B+
femme,Fouquet,Voleta,1/14/1999,BERGERAC,79.3,171,O+
homme,Roux,Latimer,3/20/1984,CALUIRE-ET-CUIRE,68.0,190,B+
femme,Gamelin,Constance,8/19/1976,PARIS,99.5,173,B+
femme,Faucher,Louise,8/14/1981,OYONNAX,62.2,169,B+
femme,Grandpré,Musette,5/15/1952,GUÉRET,56.2,162,O+
femme,Truchon,Garland,6/17/1938,BRUAY-LA-BUISSIÈRE,76.1,168,O+
homme,Gaudreau,Luc,3/25/1951,LE HAVRE,79.3,184,A+
homme,Cotuand,Landers,8/28/1966,LE TAMPON,86.7,174,O+
femme,de Launay,Dixie,9/26/1948,CHÂTENAY-MALABRY,75.9,163,O+
homme,Gamache,Émile,11/30/1945,SAINT-LOUIS,61.1,167,O+
femme,Plante,Millicent,11/24/1940,COMBS-LA-VILLE,99.8,151,A+
femme,Migneault,Danielle,12/29/1989,MONTAUBAN,67.2,167,A+
homme,Marceau,Marmion,3/17/1965,MONTGERON,81.4,180,B+
homme,Beauchamp,Francis,11/7/1965,PARIS,93.7,178,A+
femme,Charron,Antoinette,3/11/1996,SAINT-MARTIN-D'HÈRES,67.2,156,B+
homme,Simard,Octave,4/21/1965,VILLENEUVE-SUR-LOT,105.9,184,B+
femme,Lejeune,Maureen,7/23/1983,LE GRAND-QUEVILLY,65.5,171,A+
homme,Brochu,Melville,7/19/1952,PARIS,96.9,184,A+
homme,Bousquet,Brigliador,10/29/1943,OYONNAX,103.5,181,O+
homme,Hachée,Faustin,5/21/1987,VILLEJUIF,71.5,184,O+
femme,Begin,Julienne,1/4/1972,SAINT-MÉDARD-EN-JALLES,64.9,155,B+
homme,Duhamel,Pierpont,12/7/1965,JOUÉ-LÈS-TOURS,73.1,182,A+
homme,Goulet,Landers,5/9/1977,LE MÉE-SUR-SEINE,84.7,173,A+
femme,Bernard,Fantina,11/6/1978,VILLEJUIF,73.6,154,O+
femme,Cuillerier,Gabrielle,9/6/1958,LILLE,70.5,152,AB+
femme,Forest,Agathe,11/7/1945,MARSEILLE,69.4,166,O+
femme,Déziel,Cammile,10/25/1972,ROCHEFORT,94.2,168,A+
femme,Roy,Clarice,12/7/2000,BREST,60.7,165,O+
homme,Racine,Jeoffroi,1/10/1983,LORIENT,80.5,180,O+
femme,Caouette,Roxanne,2/9/1987,TOURNEFEUILLE,87.3,169,O+
homme,Chassé,Faustin,4/10/1945,LE PUY-EN-VELAY,73.7,171,B+
homme,Mothé,Leverett,12/12/1956,MURET,68.1,184,O+
femme,de Brisay,Belda,10/7/1939,MONTPELLIER,94.0,161,B+
femme,Villeneuve,Alita,8/30/1997,LISIEUX,77.5,170,B+
femme,Tisserand,Brunella,8/19/1935,STRASBOURG,87.7,159,O+
homme,Douffet,Vaden,5/23/1939,SCHOELCHER,87.1,165,O+
femme,Cuillerier,Alice,12/26/1955,MENDE,91.3,159,O+
homme,Course,Evrard,12/22/1998,CHERBOURG,55.8,172,B+
femme,Compagnon,Astrid,7/15/1940,CHARTRES,48.3,157,AB+
femme,Desroches,Mariette,7/31/1970,HERBLAY,77.7,158,A+
femme,Bélanger,Isabelle,12/10/1934,LIÉVIN,83.7,161,O+
femme,Ferland,Marcelle,4/30/1946,VILLENEUVE-SUR-LOT,61.3,156,A+
homme,Laforge,Agrican,9/22/1979,ANTIBES,110.6,173,A+
homme,Roux,Christian,4/16/1976,FÉCAMP,73.7,181,A+
femme,Brisebois,Agathe,11/17/1984,ORLÉANS,80.0,162,O+
femme,Pouliotte,Yolande,1/14/1993,CLICHY,64.2,154,B+
femme,Faucher,Alaine,7/18/1967,MARSEILLE,97.1,159,B+
homme,Hébert,Tabor,10/20/1987,MEUDON,82.9,173,B+
homme,Roux,Hardouin,11/25/1986,ARMENTIÈRES,86.8,177,O+
femme,Rhéaume,Crescent,4/25/1996,MONTPELLIER,79.3,171,A+
homme,Pariseau,Hamilton,3/24/1982,LE PERREUX-SUR-MARNE,72.8,173,O+
homme,Reault,Emmanuel,11/22/1999,SAINT-ÉTIENNE-DU-ROUVRAY,65.7,186,A-
femme,Du Trieux,Cécile,3/18/1951,LONS-LE-SAUNIER,97.9,165,A+
homme,Bellefeuille,Emmanuel,8/4/1954,CHERBOURG,98.3,185,A+
homme,Fecteau,Claude,2/23/1986,DRAVEIL,82.7,179,A-
femme,Courtois,Etoile,5/18/1981,GRADIGNAN,99.3,159,A+
femme,Langlois,Alice,3/5/1941,SAINT-DIZIER,69.6,163,B+
homme,Brunelle,Valiant,11/20/1938,SAINT-HERBLAIN,81.9,182,B+
femme,Fongemie,Edmee,4/21/1944,CROIX,99.6,165,B+
femme,Beauchemin,Madeleine,4/28/1939,DENAIN,92.8,154,A+
femme,Veronneau,Édith,4/7/1934,ANGLET,54.6,167,O+
homme,Théberge,Saber,12/14/1933,BAGNOLET,71.9,183,O+
femme,Garceau,Ophelia,7/28/1940,MONTBÉLIARD,88.3,153,O+
femme,Bellemare,Galatee,7/12/1935,VIENNE,88.0,167,O+
homme,Lang,Ranger,3/13/1946,GRIGNY,85.7,177,O+
femme,Fongemie,Coralie,6/9/1986,SAINT-LOUIS,75.2,166,O+
femme,Sciverit,Chantal,2/29/1984,NANTES,58.6,175,A-
femme,Pouliotte,Clothilde,8/30/1957,PRIVAS,58.8,166,A+
homme,Landry,Aloin,6/12/1989,CARPENTRAS,85.7,184,A+
homme,Du Trieux,Roslyn,4/25/1935,LES ABYMES,100.2,165,O+
homme,René,Merle,10/21/1958,TARBES,110.8,187,A+
femme,Paquin,Ninette,12/15/1975,BEAUNE,59.2,161,A+
homme,Mothé,Sidney,10/31/1972,NEUILLY-SUR-MARNE,86.9,178,B+
femme,Blanc,Didiane,4/10/1965,ORLÉANS,90.0,167,A+
homme,Dagenais,Chandler,10/26/1957,DOUAI,77.7,169,A+
femme,Parizeau,Raina,7/5/1981,LE TAMPON,61.9,160,B+
homme,Casgrain,Louis,3/10/1984,PARIS,108.1,187,A-
homme,Labelle,Barry,10/12/1970,CHAMBÉRY,104.4,170,B-
homme,De La Vergne,Aleron,9/14/1992,MAGAGNOSC,93.1,187,A+
femme,Desilets,Anaïs,10/8/1947,TRAPPES,60.0,151,B+
femme,Henrichon,Victorine,6/17/1945,ORLY,85.5,162,AB+
homme,Lajeunesse,Loyal,1/5/1986,NANCY,67.9,175,O+
homme,Gregoire,Zacharie,8/26/1962,FLEURY-LES-AUBRAIS,99.3,168,A+
homme,Forest,Anton,4/1/1962,NICE,84.8,170,A+
homme,Gervais,Avent,10/7/1944,SAINT-ÉTIENNE-DU-ROUVRAY,87.2,183,B+
femme,Carignan,Vignette,10/22/1945,GARGES-LÈS-GONESSE,74.4,167,O+
femme,Lamy,Tilly,9/17/1970,ANGERS,79.5,162,O+
homme,Bossé,Avenall,11/25/1937,VILLIERS-SUR-MARNE,77.2,174,A+
homme,Echeverri,Rémy,5/5/1988,MARSEILLE,102.6,188,A-
femme,St-Pierre,Blanche,11/25/1971,BOBIGNY,69.7,153,AB+
homme,Rochefort,Avent,7/13/1958,QUIMPER,110.7,182,A+
femme,Avare,Monique,1/8/1967,PONTOISE,102.8,160,A+
homme,Généreux,Guerin,7/24/1987,LEVALLOIS-PERRET,92.7,187,AB+
homme,Beauchemin,Felicien,8/13/2000,MARSEILLE,63.5,165,A+
femme,Beauchamp,Clothilde,3/10/1945,PERPIGNAN,54.5,160,A+
homme,Frappier,Rule,4/6/1939,VITROLLES,64.8,167,O+
homme,Beaudouin,Gabriel,10/23/1977,SAINT-JOSEPH,64.7,180,A+
femme,Méthot,Marveille,8/2/1969,BOBIGNY,52.3,157,A+
femme,Déziel,Lorraine,7/8/1969,SAINT-MÉDARD-EN-JALLES,69.8,164,B+
homme,Rousseau,Claude,9/22/1972,LISIEUX,111.7,184,O-
homme,Bourassa,Loring,1/21/2000,TOULON,70.3,177,O+
femme,Ducharme,Nanna,12/24/1932,STRASBOURG,87.0,169,O+
femme,Bélair,Allyriane,7/9/1998,VILLIERS-LE-BEL,58.8,159,B+
homme,Bourque,Yvon,6/8/1965,PARIS,114.7,176,O+
femme,Mousseau,Viollette,9/9/1996,TOULOUSE,79.2,172,A+
femme,Bélanger,Amitee,2/27/1992,BORDEAUX,78.9,174,A+
homme,L'Heureux,Tearlach,6/30/1956,LE HAVRE,66.3,177,O+
homme,Laprise,Ferrau,11/21/1935,HYÈRES,86.1,173,B+
homme,Auberjonois,Marsilius,12/15/1975,SAINT-MARTIN,66.6,173,O+
homme,Busque,Karel,11/28/1985,VINCENNES,83.1,185,O+
homme,Pelland,Émile,8/19/1934,LYON,93.1,174,O+
femme,Méthot,Aceline,11/16/1992,COMPIÈGNE,77.5,166,A+
femme,LaGrande,Anouk,3/30/1990,CHELLES,94.9,159,A+
homme,Labrecque,Javier,4/7/1966,NANCY,100.7,178,O+
homme,Sciverit,Thierry,12/8/1987,NICE,78.8,181,AB+
femme,Brian,Mavise,2/28/1997,GRADIGNAN,90.0,157,A+
femme,Leduc,Liane,3/8/1960,BORDEAUX,65.4,154,AB+
femme,Petit,Marveille,8/27/1949,GAP,60.9,153,B+
homme,Beausoleil,Vachel,9/12/1960,BAYONNE,91.8,183,O+
homme,Dandonneau,Raoul,2/24/1961,CAGNES-SUR-MER,78.9,185,A+
femme,Chartier,Marine,5/24/1939,BRÉTIGNY-SUR-ORGE,99.4,165,O+
femme,Racine,Marie,5/4/1980,LE HAVRE,65.0,156,B+
homme,Lemieux,Melville,11/19/1954,SAINT-QUENTIN,99.5,175,O+
homme,Racine,Melville,7/21/1947,VILLENEUVE-LA-GARENNE,98.2,172,A+
homme,Mercier,Aloin,7/24/1997,MARSEILLE,68.9,178,B+
homme,Lajoie,Hamilton,11/24/1993,GUYANCOURT,85.8,187,B+
femme,Hughes,Aiglentina,10/6/1953,NANCY,72.6,170,A+
homme,Cinq-Mars,Ignace,7/8/1961,SAINT-ÉTIENNE-DU-ROUVRAY,67.1,187,O+
homme,Sorel,Varden,12/16/1951,MONTMORENCY,79.3,183,A+
femme,Lamarre,Brie,9/29/1993,ROUEN,50.3,165,B+
homme,Gougeon,Ogier,9/28/1961,SAINT-RAPHAËL,101.6,167,B-
femme,Lamour,Fifine,2/16/1947,SARREGUEMINES,58.1,151,B+
